0.5	-0.9152	1.34	-2.255
0.51	-0.8631	1.291	-2.154
0.52	-0.8109	1.243	-2.054
0.53	-0.7585	1.196	-1.955
0.54	-0.7053	1.151	-1.856
0.55	-0.6509	1.108	-1.759
0.56	-0.595	1.066	-1.661
0.57	-0.5378	1.026	-1.564
0.58	-0.4794	0.9877	-1.467
0.59	-0.42	0.9512	-1.371
0.6	-0.3597	0.9166	-1.276
0.61	-0.2986	0.8837	-1.182
0.62	-0.2371	0.8526	-1.09
0.63	-0.1751	0.8232	-0.9983
0.64	-0.1128	0.7955	-0.9083
0.65	-0.05021	0.7695	-0.8197
0.66	0.01269	0.745	-0.7323
0.67	0.07588	0.722	-0.6462
0.68	0.1393	0.7005	-0.5612
0.69	0.2028	0.6804	-0.4776
0.7	0.266	0.6616	-0.3956
0.71	0.3286	0.6441	-0.3155
0.72	0.3903	0.6277	-0.2374
0.73	0.4509	0.6124	-0.1615
0.74	0.5103	0.5982	-0.0879
0.75	0.5683	0.5849	-0.0166
0.76	0.6246	0.5725	0.05217
0.77	0.6788	0.5609	0.1179
0.78	0.7301	0.5501	0.18
0.79	0.7782	0.54	0.2382
0.8	0.8231	0.5306	0.2925
0.81	0.8646	0.5217	0.3429
0.82	0.9027	0.5135	0.3892
0.83	0.9371	0.5057	0.4315
0.84	0.9678	0.4984	0.4694
0.85	0.9943	0.4915	0.5028
0.86	1.017	0.485	0.5316
0.87	1.035	0.4788	0.5557
0.88	1.048	0.473	0.5752
0.89	1.058	0.4674	0.5904
0.9	1.064	0.4621	0.6021
0.91	1.068	0.457	0.6109
0.92	1.07	0.4521	0.6175
0.93	1.07	0.4473	0.6225
0.94	1.069	0.4427	0.626
0.95	1.066	0.4381	0.6281
0.96	1.062	0.4336	0.6288
0.97	1.057	0.4291	0.6283
0.98	1.052	0.4246	0.6269
0.99	1.046	0.4201	0.6255
1	1.041	0.4155	0.6254
1.01	1.039	0.4108	0.6279
1.02	1.04	0.406	0.6343
1.03	1.047	0.401	0.6458
1.04	1.059	0.3958	0.6634
1.05	1.078	0.3904	0.6877
1.06	1.104	0.3848	0.7195
1.07	1.139	0.3789	0.7597
1.08	1.182	0.3726	0.809
1.09	1.235	0.3661	0.8685
1.1	1.299	0.3591	0.9395
1.11	1.375	0.3518	1.024
1.12	1.467	0.3442	1.123
1.13	1.575	0.336	1.239
1.14	1.702	0.3275	1.374
1.15	1.849	0.3186	1.53
1.16	2.016	0.3091	1.707
1.17	2.203	0.2993	1.904
1.18	2.41	0.289	2.121
1.19	2.632	0.2782	2.353
1.2	2.865	0.267	2.598
1.21	3.103	0.2554	2.848
1.22	3.339	0.2434	3.095
1.23	3.563	0.2309	3.332
1.24	3.765	0.2181	3.547
1.25	3.933	0.2049	3.728
1.26	4.055	0.1914	3.864
1.27	4.124	0.1775	3.946
1.28	4.133	0.1634	3.969
1.29	4.078	0.149	3.929
1.3	3.961	0.1344	3.827
1.31	3.785	0.1196	3.665
1.32	3.56	0.1046	3.456
1.33	3.301	0.08954	3.212
1.34	3.021	0.07435	2.946
1.35	2.73	0.0591	2.671
1.36	2.44	0.04382	2.396
1.37	2.159	0.02854	2.13
1.38	1.89	0.01329	1.877
1.39	1.638	-0.001897	1.64
1.4	1.404	-0.017	1.421
1.41	1.189	-0.03199	1.221
1.42	0.9921	-0.04684	1.039
1.43	0.8129	-0.06154	0.8744
1.44	0.6508	-0.07607	0.7269
1.45	0.5053	-0.09042	0.5957
1.46	0.3752	-0.1046	0.4798
1.47	0.2593	-0.1185	0.3778
1.48	0.1557	-0.1322	0.2879
